MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,YrMo_Sold,Age_by_Sale,Remod_Age,Total_Bath,Total_Liv_Area,Total_Flr_SF,Total_Porch_SF,Has_Second_Flr,Has_Bsmt,Has_Garage,Has_MasVnr,Has_Low_Qual_Fin,Has_Wood_Deck,Has_Porch,Has_Pool
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,2117,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,Good,Typical,PConc,Good,Typical,No,GLQ,378.0,Unf,0,378,756,GasA,Excellent,Y,SBrkr,769,804,0,1573,0,0,2,1,3,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,440,Typical,Typical,Paved,0,32,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,177500,-93.645606,42.046145,2010-06-01,10,10,2.5,1951.0,2329,32,1,1,1,1,0,0,1,0
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,2980,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159,Good,Typical,PConc,Good,Typical,No,GLQ,466.0,Unf,0,290,756,GasA,Excellent,Y,SBrkr,756,756,0,1512,1,0,2,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,440,Typical,Typical,Paved,0,32,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,177000,-93.645585,42.046145,2010-05-01,10,10,3.5,1978.0,2268,32,1,1,1,1,0,0,1,0
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2572,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Good,Average,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,No,ALQ,604.0,Unf,0,92,696,GasA,Excellent,Y,SBrkr,696,720,0,1416,1,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Detchd,Unf,2,484,Typical,Typical,Paved,0,44,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,155000,-93.645482,42.046424,2010-05-01,11,11,3.5,2020.0,2112,44,1,1,1,0,0,0,1,0
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,2403,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,244.0,Unf,0,286,530,GasA,Excellent,Y,SBrkr,530,550,0,1080,0,0,2,1,2,1,Good,4,Typ,0,No_Fireplace,Attchd,RFn,2,496,Typical,Typical,Paved,0,50,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,147110,-93.645478,42.046114,2010-06-01,7,7,2.5,1324.0,1610,50,1,1,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,57,12853,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Excellent,Poor,No,GLQ,1032.0,Unf,0,610,1642,GasA,Excellent,Y,SBrkr,1418,0,0,1418,1,0,1,1,1,1,Good,6,Typ,1,Good,Attchd,RFn,3,852,Typical,Typical,Paved,160,192,0,224,0,0,No_Pool,No_Fence,None,0,4,2010,New,Partial,267916,-93.641253,42.0470316,2010-04-01,0,0,2.5,2450.0,3060,416,0,1,1,0,0,1,1,0
Two_Story_1946_and_Newer,Floating_Village_Residential,68,7379,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,484.0,Unf,0,491,975,GasA,Excellent,Y,SBrkr,975,873,0,1848,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,RFn,2,592,Typical,Typical,Paved,280,184,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,254000,-93.643556,42.04638,2010-04-01,10,10,3.5,2332.0,2823,184,1,1,1,0,0,1,1,0
One_Story_PUD_1946_and_Newer,Residential_Low_Density,30,4420,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,728.0,Unf,0,0,728,GasA,Typical,Y,SBrkr,788,0,0,788,1,0,1,0,1,1,Good,3,Typ,1,Typical,Detchd,Fin,2,484,Typical,Typical,Paved,133,42,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,155000,-93.649361,42.042565,2010-06-01,30,30,2.0,1516.0,1516,42,0,1,1,0,0,1,1,0
One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,3880,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,One_Story,Very_Good,Above_Average,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,1052.0,Unf,0,174,1226,GasA,Typical,Y,SBrkr,1226,0,0,1226,1,0,1,0,1,1,Good,4,Typ,1,Typical,Attchd,Fin,2,484,Typical,Typical,Paved,223,78,0,0,0,0,No_Pool,No_Fence,None,0,1,2010,WD ,Normal,206000,-93.648143,42.043704,2010-01-01,32,32,2.0,2278.0,2452,78,0,1,1,0,0,1,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,0,13517,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,OneFam,Two_Story,Above_Average,Very_Good,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289,Good,Typical,CBlock,Typical,Typical,No,GLQ,533.0,Unf,0,192,725,GasA,Excellent,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,475,Typical,Typical,Paved,0,44,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,130500,-93.65921,42.034561,2010-03-01,34,5,2.5,2012.0,2204,44,1,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,833.0,Unf,0,659,1492,GasA,Excellent,Y,SBrkr,1492,0,0,1492,1,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,RFn,2,596,Typical,Typical,Paved,277,137,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,230000,-93.639516,42.048606,2010-04-01,8,8,3.0,2325.0,2984,137,0,1,1,0,0,1,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10456,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120,Typical,Typical,CBlock,Typical,Typical,No,GLQ,506.0,Unf,0,1323,1829,GasA,Good,Y,SBrkr,1829,0,0,1829,1,0,2,0,4,1,Typical,8,Typ,0,No_Fireplace,Attchd,RFn,2,535,Typical,Typical,Paved,0,76,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,218500,-93.633351,42.046322,2010-05-01,43,43,3.0,2335.0,3658,76,0,1,1,1,0,0,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,80,10791,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,PConc,Good,Typical,Mn,GLQ,1137.0,Unf,0,143,1280,GasA,Excellent,Y,SBrkr,1280,1215,0,2495,1,0,2,1,4,1,Good,9,Typ,1,Typical,Attchd,Unf,2,660,Typical,Typical,Paved,224,32,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,243500,-93.636879,42.043038,2010-03-01,17,17,3.5,3632.0,3775,32,1,1,1,0,0,1,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10603,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,Typical,Typical,PConc,Typical,Typical,Mn,ALQ,1200.0,Unf,0,410,1610,GasA,Good,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Good,6,Typ,2,Typical,Attchd,RFn,2,480,Typical,Typical,Paved,168,68,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,WD ,Normal,205000,-93.637463,42.043306,2010-02-01,33,9,3.0,2810.0,3220,68,0,1,1,1,0,1,1,0
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,18837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1978,1978,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,PConc,Good,Typical,Mn,ALQ,687.0,LwQ,46,491,1224,GasA,Typical,Y,SBrkr,1287,604,0,1891,0,1,3,0,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,678,Typical,Typical,Paved,0,69,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,212500,-93.637531,42.043306,2010-04-01,32,32,3.5,2624.0,3115,69,1,1,1,0,0,0,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,80,10421,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Average,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,Typical,Typical,CBlock,Good,Typical,No,GLQ,394.0,Unf,0,586,980,GasA,Typical,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,Unf,2,496,Typical,Typical,Paved,228,66,156,0,0,0,No_Pool,Minimum_Privacy,Shed,500,3,2010,WD ,Normal,196500,-93.637788,42.043329,2010-03-01,22,22,2.5,2108.0,2694,222,1,1,1,1,0,1,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,9360,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1972,2006,Hip,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,982.0,Unf,0,179,1161,GasA,Typical,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,Good,5,Typ,1,Typical,Attchd,RFn,2,676,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,197500,-93.631435,42.043822,2010-03-01,38,4,2.5,2363.0,2542,0,0,1,1,0,0,0,0,0
Two_Story_1946_and_Newer,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,329.0,Unf,0,386,715,GasA,Typical,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,RFn,2,441,Typical,Typical,Paved,0,78,0,0,0,0,No_Pool,Good_Wood,None,0,6,2010,WD ,Normal,171000,-93.632554,42.043821,2010-06-01,39,39,2.0,1974.0,2360,78,1,1,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172,Typical,Typical,CBlock,Typical,Typical,No,Rec,698.0,Unf,0,534,1232,GasA,Typical,Y,SBrkr,1232,0,0,1232,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,490,Typical,Typical,Paved,0,224,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,142250,-93.626137,42.046574,2010-04-01,44,44,2.5,1930.0,2464,224,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9790,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,One_Story,Above_Average,Average,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451,Typical,Typical,CBlock,Typical,Typical,No,ALQ,569.0,Rec,81,678,1328,GasA,Typical,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,Typical,6,Typ,2,Good,Attchd,Unf,2,528,Typical,Typical,Paved,0,26,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,143000,-93.625926,42.042205,2010-06-01,47,47,2.5,1978.0,2656,26,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,9320,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Average,1959,1959,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,569.0,Unf,0,381,950,GasA,Fair,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,352,0,0,0,0,0,No_Pool,No_Fence,Shed,400,1,2010,WD ,Normal,128950,-93.623383,42.043363,2010-01-01,51,51,2.5,1794.0,2175,0,0,1,0,0,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,BLQ,1059.0,Unf,0,150,1209,GasA,Good,Y,SBrkr,1209,0,0,1209,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,504,Typical,Typical,Paved,0,0,120,0,0,0,No_Pool,No_Fence,None,0,4,2010,ConLD,Normal,159000,-93.626939,42.039085,2010-04-01,44,44,2.0,2268.0,2418,120,0,1,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,9680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,Typical,Typical,CBlock,Typical,Typical,No,BLQ,1010.0,Unf,0,500,1510,GasA,Excellent,Y,SBrkr,1510,0,0,1510,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,517,Typical,Typical,Paved,0,40,0,0,204,0,No_Pool,Good_Privacy,None,0,4,2010,WD ,Normal,178900,-93.627536,42.038971,2010-04-01,43,43,3.0,2520.0,3020,244,0,1,1,1,0,0,1,0
Split_or_Multilevel,Residential_Low_Density,0,10600,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,533,533,GasA,Typical,Y,SBrkr,1131,644,0,1775,0,0,2,0,3,1,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,480,Typical,Typical,Paved,0,172,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,COD,Family,136300,-93.626785,42.040326,2010-05-01,46,46,2.0,1775.0,2308,172,1,1,1,0,0,0,1,0
Split_or_Multilevel,Residential_Low_Density,0,14112,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Average,Good,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,Typical,Typical,PConc,Typical,Typical,Av,GLQ,1014.0,Unf,0,138,1152,GasA,Typical,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,Typical,6,Typ,1,Good,Attchd,RFn,2,484,Typical,Typical,Paved,227,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,180500,-93.627809,42.041146,2010-04-01,46,46,2.0,2166.0,2304,0,0,1,1,1,0,1,0,0
Split_Foyer,Residential_Low_Density,80,8800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,SFoyer,Above_Average,Good,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156,Typical,Good,PConc,Typical,Typical,Gd,GLQ,763.0,Unf,0,173,936,GasA,Excellent,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,480,Typical,Typical,Paved,120,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2010,WD ,Abnorml,137500,-93.625728,42.040391,2010-05-01,47,47,2.0,1817.0,1990,0,0,1,1,1,0,1,0,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,98,13260,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Above_Average,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,Typical,Typical,CBlock,Typical,Typical,No,BLQ,1500.0,Unf,0,228,1728,GasA,Typical,Y,SBrkr,1728,0,0,1728,2,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2010,Oth,Abnorml,84900,-93.622904,42.0418387,2010-01-01,48,9,4.0,3228.0,3456,0,0,1,0,1,0,0,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,9717,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,GLQ,49.0,Rec,1029,0,1078,GasA,Good,Y,FuseA,1078,0,0,1078,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,Unf,1,240,Typical,Typical,Paved,366,0,112,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,142125,-93.622864,42.039211,2010-04-01,60,14,2.0,2156.0,2156,112,0,1,1,0,0,1,1,0
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,68,9724,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265,Good,Typical,CBlock,Typical,Typical,No,LwQ,670.0,Unf,0,470,1140,GasA,Good,Y,SBrkr,1929,532,0,2461,0,0,2,0,3,1,Typical,7,Min2,2,Good,Detchd,Unf,2,400,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,3,2010,WD ,Normal,197600,-93.620651,42.039211,2010-03-01,58,8,2.0,3131.0,3601,0,1,1,1,1,0,0,0,0
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,120,17360,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,Above_Average,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,Typical,Good,CBlock,Typical,Typical,No,Rec,300.0,Unf,0,482,782,GasA,Typical,Y,SBrkr,1019,537,0,1556,0,0,2,0,3,1,Typical,6,Typ,1,Good,Attchd,Unf,2,470,Typical,Typical,Paved,0,0,150,0,0,0,No_Pool,No_Fence,None,0,1,2010,WD ,Normal,172500,-93.620504,42.038538,2010-01-01,61,60,2.0,1856.0,2338,150,1,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,7207,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Average,Good,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0,Typical,Good,CBlock,Typical,Typical,Gd,BLQ,696.0,Unf,0,162,858,GasA,Good,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,117,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,WD ,Normal,116500,-93.629287,42.035256,2010-02-01,52,2,2.0,1554.0,1716,0,0,1,0,0,0,1,0,0
One_Story_1945_and_Older,Residential_Low_Density,55,5350,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Fair,Poor,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,Typical,Poor,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,728,728,GasA,Excellent,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fair,6,Mod,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,263,0,0,0,0,0,No_Pool,Good_Wood,Shed,450,5,2010,WD ,Normal,76500,-93.629313,42.035482,2010-05-01,70,44,1.0,1306.0,2034,0,0,1,0,0,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9920,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110,Typical,Typical,CBlock,Typical,Typical,No,Rec,354.0,LwQ,290,412,1056,GasA,Typical,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,1,280,Typical,Typical,Paved,0,0,164,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2010,WD ,Normal,128000,-93.62475,42.035943,2010-02-01,56,56,2.0,1707.0,2119,164,0,1,1,1,0,0,1,0
Split_or_Multilevel,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,674.0,LwQ,132,350,1156,GasA,Excellent,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,Typical,7,Typ,2,Good,Basment,RFn,1,364,Typical,Typical,Paved,0,0,189,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,153000,-93.624601,42.036095,2010-03-01,55,38,2.0,2326.0,2676,189,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,7800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,Typical,Typical,PConc,Typical,Typical,No,LwQ,540.0,Unf,0,728,1268,GasA,Good,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,Typical,7,Typ,1,Good,Attchd,Fin,1,244,Typical,Typical,Paved,0,98,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,132000,-93.621431,42.037424,2010-03-01,56,56,1.0,1808.0,2536,98,0,1,1,1,0,0,1,0
Split_Foyer,Residential_Low_Density,75,11380,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Above_Average,Very_Good,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216,Typical,Typical,CBlock,Typical,Typical,Gd,GLQ,944.0,Unf,0,136,1080,GasA,Good,Y,SBrkr,1128,0,0,1128,1,0,1,0,2,1,Good,5,Typ,1,Good,Attchd,Unf,1,315,Typical,Typical,Paved,238,0,0,0,0,0,No_Pool,No_Fence,Shed,1500,1,2010,WD ,Normal,178000,-93.618221,42.048494,2010-01-01,44,2,2.0,2072.0,2208,0,0,1,1,1,0,1,0,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,80,11600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,Duplex,Two_Story,Average,Average,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361,Typical,Typical,CBlock,Typical,Typical,No,Rec,443.0,Unf,0,662,1105,GasA,Typical,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,Typical,12,Typ,0,No_Fireplace,Detchd,Unf,2,480,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2010,WD ,Normal,154300,-93.6184183,42.0459375,2010-01-01,50,50,2.0,2717.0,3379,0,1,1,1,1,0,0,0,0
